epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
150,34427.2,0.52603,0.5339,0.20371,0.88449,0.82865,0.88981,0.60471,0.38483,0.44305,0.19368,0.005083,0.005083,0.005083
151,34614.8,0.5018,0.53308,0.19746,0.89781,0.81921,0.89387,0.60912,0.37968,0.44939,0.18956,0.00505,0.00505,0.00505
152,34790.1,0.49542,0.53818,0.19427,0.90102,0.82598,0.89831,0.6189,0.3707,0.44609,0.18281,0.005017,0.005017,0.005017
153,34977.1,0.58807,0.53231,0.21254,0.89317,0.81181,0.88996,0.60141,0.38437,0.45571,0.18924,0.004984,0.004984,0.004984
154,35164.9,0.49428,0.54015,0.18958,0.88902,0.81574,0.88866,0.61356,0.37601,0.45676,0.19154,0.004951,0.004951,0.004951
155,35322.9,0.47308,0.52151,0.17938,0.88986,0.83977,0.89926,0.62654,0.36296,0.44295,0.185,0.004918,0.004918,0.004918
156,35531.1,0.46924,0.51692,0.17788,0.91075,0.84129,0.90598,0.63161,0.36011,0.43526,0.18339,0.004885,0.004885,0.004885
157,35703.5,0.46039,0.51541,0.18231,0.90708,0.84361,0.90865,0.63279,0.3581,0.43018,0.18229,0.004852,0.004852,0.004852
158,35892.1,0.45548,0.52186,0.17466,0.91919,0.84504,0.9113,0.63287,0.35779,0.43025,0.18148,0.004819,0.004819,0.004819
159,36075.7,0.47065,0.51921,0.18002,0.90988,0.85691,0.91443,0.63852,0.35288,0.42952,0.17823,0.004786,0.004786,0.004786
160,36293.3,0.49892,0.51138,0.18438,0.90997,0.85821,0.9169,0.63782,0.36044,0.41903,0.1809,0.004753,0.004753,0.004753
161,36504.9,0.5548,0.53696,0.2003,0.90879,0.84498,0.90848,0.61992,0.37438,0.42617,0.18236,0.00472,0.00472,0.00472
162,36745.5,0.55506,0.52187,0.19604,0.88765,0.8467,0.89906,0.61142,0.38764,0.4277,0.18385,0.004687,0.004687,0.004687
163,37003.9,0.5769,0.5222,0.21007,0.90623,0.84323,0.90664,0.62062,0.37587,0.43895,0.18811,0.004654,0.004654,0.004654
164,37270.8,0.72779,0.50446,0.23606,0.88001,0.84451,0.90339,0.61598,0.37853,0.43433,0.19017,0.004621,0.004621,0.004621
165,37471.7,0.49296,0.52026,0.18744,0.91008,0.8297,0.90851,0.62816,0.36602,0.42869,0.18501,0.004588,0.004588,0.004588
166,37706.2,0.45403,0.50704,0.17568,0.90367,0.84191,0.91171,0.63897,0.35568,0.42687,0.18028,0.004555,0.004555,0.004555
167,37907.4,0.47284,0.51404,0.18238,0.91664,0.84453,0.91498,0.64337,0.35093,0.42249,0.17417,0.004522,0.004522,0.004522
168,38134.6,0.58222,0.5099,0.20377,0.90575,0.86153,0.91236,0.63221,0.36296,0.42283,0.17534,0.004489,0.004489,0.004489
169,38367.5,0.51321,0.51977,0.18501,0.90234,0.85819,0.9125,0.63067,0.3669,0.41888,0.17907,0.004456,0.004456,0.004456
170,38599.5,0.45515,0.50276,0.16845,0.91945,0.85193,0.91926,0.64611,0.35172,0.41715,0.17521,0.004423,0.004423,0.004423
171,38806.5,0.44895,0.50457,0.17236,0.92906,0.85534,0.92312,0.65111,0.34627,0.41747,0.1728,0.00439,0.00439,0.00439
172,38986,0.45966,0.50518,0.17546,0.91829,0.86921,0.92572,0.65731,0.34295,0.41246,0.1706,0.004357,0.004357,0.004357
173,39174.9,0.4467,0.50314,0.17176,0.92714,0.85193,0.92416,0.65718,0.34128,0.41187,0.16969,0.004324,0.004324,0.004324
174,39355.5,0.49513,0.50172,0.18592,0.91385,0.85854,0.92262,0.65456,0.33936,0.41092,0.16839,0.004291,0.004291,0.004291
175,39560.3,0.71325,0.51015,0.24222,0.91982,0.85808,0.91548,0.62135,0.37353,0.41819,0.17272,0.004258,0.004258,0.004258
176,39779.1,0.52131,0.5135,0.18654,0.90591,0.83785,0.90163,0.57663,0.424,0.42354,0.18161,0.004225,0.004225,0.004225
177,39971.6,0.44695,0.49989,0.17517,0.92225,0.84598,0.91429,0.61217,0.38593,0.41866,0.17563,0.004192,0.004192,0.004192
178,40195.5,0.44008,0.50239,0.17142,0.90955,0.86006,0.92014,0.6496,0.3491,0.41199,0.17091,0.004159,0.004159,0.004159
179,40388.5,0.45104,0.49691,0.17007,0.91357,0.8654,0.92315,0.66148,0.33746,0.40843,0.16659,0.004126,0.004126,0.004126
180,40600.9,0.43698,0.49616,0.16757,0.92297,0.86543,0.92688,0.66165,0.33555,0.40446,0.1663,0.004093,0.004093,0.004093
181,40815.6,0.43465,0.49069,0.16166,0.91715,0.8652,0.9255,0.66382,0.334,0.40627,0.16782,0.00406,0.00406,0.00406
182,40978,0.43049,0.49895,0.16733,0.9105,0.87801,0.92589,0.66572,0.33239,0.40697,0.16502,0.004027,0.004027,0.004027
183,41180.7,0.43422,0.49343,0.16434,0.92782,0.86586,0.92775,0.66859,0.33037,0.40268,0.16573,0.003994,0.003994,0.003994
184,41409.8,0.43199,0.48902,0.16297,0.93735,0.86436,0.92669,0.67169,0.3265,0.40404,0.16409,0.003961,0.003961,0.003961
185,41619.6,0.41541,0.49184,0.1625,0.93612,0.8659,0.92761,0.67382,0.32553,0.40027,0.1656,0.003928,0.003928,0.003928
186,41888,0.4189,0.49424,0.1687,0.92114,0.87513,0.92496,0.67585,0.32091,0.40066,0.16395,0.003895,0.003895,0.003895
187,42080.9,0.42763,0.48691,0.16002,0.92209,0.87245,0.92612,0.67706,0.31903,0.406,0.16056,0.003862,0.003862,0.003862
188,42263.8,0.42191,0.48584,0.16342,0.92097,0.87999,0.92724,0.6769,0.32081,0.40434,0.16217,0.003829,0.003829,0.003829
189,42487.6,0.4166,0.48799,0.16392,0.91428,0.87509,0.92593,0.67785,0.32212,0.40214,0.16315,0.003796,0.003796,0.003796
190,42690.6,0.41638,0.48008,0.16175,0.91629,0.87759,0.92671,0.67728,0.32029,0.40145,0.16228,0.003763,0.003763,0.003763
191,42863.7,0.41603,0.48201,0.16007,0.92022,0.88238,0.92808,0.68107,0.31884,0.39977,0.15988,0.00373,0.00373,0.00373
192,43067.1,0.41559,0.48565,0.16491,0.92289,0.88067,0.93119,0.68229,0.31863,0.39957,0.15952,0.003697,0.003697,0.003697
193,43279.3,0.43812,0.48729,0.16583,0.93035,0.87228,0.93101,0.68288,0.32067,0.39597,0.16129,0.003664,0.003664,0.003664
194,43503.8,0.52912,0.49437,0.18657,0.93048,0.87169,0.93279,0.66049,0.34249,0.39934,0.16271,0.003631,0.003631,0.003631
195,43903.8,0.4751,0.49569,0.17498,0.92391,0.8721,0.92943,0.66384,0.33903,0.3981,0.16367,0.003598,0.003598,0.003598
196,44131.4,0.44425,0.48968,0.16782,0.92785,0.86835,0.9301,0.66283,0.33992,0.39953,0.16248,0.003565,0.003565,0.003565
197,44317.3,0.48445,0.48302,0.16781,0.92856,0.87483,0.92936,0.66672,0.33483,0.39721,0.16193,0.003532,0.003532,0.003532
198,44529.8,0.53629,0.48923,0.17888,0.92541,0.86809,0.92831,0.65906,0.34243,0.4038,0.16283,0.003499,0.003499,0.003499
199,44673.1,0.53341,0.50956,0.19809,0.93705,0.8613,0.93323,0.6677,0.33775,0.39507,0.16301,0.003466,0.003466,0.003466
200,44873,0.4538,0.49126,0.17113,0.93855,0.86611,0.93498,0.6794,0.32617,0.39368,0.16132,0.003433,0.003433,0.003433
201,45106.9,0.44871,0.49016,0.17008,0.93323,0.87957,0.93752,0.68268,0.32119,0.39062,0.15828,0.0034,0.0034,0.0034
202,45301,0.62441,0.47697,0.19733,0.92927,0.87868,0.9327,0.66382,0.34044,0.39378,0.16128,0.003367,0.003367,0.003367
203,45474.7,0.63472,0.50696,0.21594,0.91512,0.86885,0.9238,0.64941,0.35456,0.40071,0.16275,0.003334,0.003334,0.003334
204,45703.8,0.47271,0.51019,0.17537,0.92814,0.86141,0.92631,0.66335,0.33543,0.39951,0.16249,0.003301,0.003301,0.003301
205,45899.6,0.43196,0.4928,0.16435,0.92554,0.86501,0.92781,0.67108,0.32859,0.40356,0.16184,0.003268,0.003268,0.003268
206,46101.7,0.42949,0.47676,0.16235,0.9242,0.87268,0.93232,0.67639,0.32537,0.39648,0.16231,0.003235,0.003235,0.003235
207,46296.5,0.40673,0.48195,0.16091,0.93148,0.87515,0.93604,0.68329,0.31963,0.39363,0.15965,0.003202,0.003202,0.003202
208,46525.2,0.41454,0.48228,0.15819,0.9337,0.86769,0.93649,0.68786,0.31602,0.3925,0.15861,0.003169,0.003169,0.003169
209,46718.6,0.42328,0.47955,0.15915,0.93463,0.87158,0.93821,0.68859,0.31832,0.38805,0.15835,0.003136,0.003136,0.003136
210,46915.8,0.49406,0.48646,0.17259,0.94147,0.87268,0.93886,0.68749,0.31932,0.38584,0.16039,0.003103,0.003103,0.003103
211,47147.3,0.61905,0.493,0.20468,0.92906,0.87923,0.93764,0.68815,0.32077,0.38416,0.16032,0.00307,0.00307,0.00307
212,47308.4,0.53976,0.49813,0.18463,0.94026,0.87792,0.94002,0.68675,0.32278,0.38419,0.15868,0.003037,0.003037,0.003037
213,47469.5,0.60543,0.50636,0.21945,0.93796,0.87691,0.9391,0.68495,0.32249,0.38977,0.15882,0.003004,0.003004,0.003004
214,47694.1,0.47263,0.49875,0.17834,0.93709,0.87669,0.93779,0.68495,0.32244,0.38799,0.15949,0.002971,0.002971,0.002971
215,47900.8,0.49048,0.48772,0.17633,0.93481,0.88364,0.93997,0.68773,0.31908,0.38751,0.15858,0.002938,0.002938,0.002938
216,48101.8,0.51327,0.50486,0.18701,0.93477,0.88542,0.94107,0.6895,0.31742,0.38125,0.15894,0.002905,0.002905,0.002905
217,48325.1,0.43153,0.48135,0.15856,0.94375,0.88127,0.94067,0.684,0.32014,0.38205,0.15816,0.002872,0.002872,0.002872
218,48707.2,0.41034,0.47063,0.1553,0.94741,0.88279,0.94134,0.68392,0.32253,0.38231,0.15784,0.002839,0.002839,0.002839
219,48923.6,0.42815,0.47825,0.15697,0.95047,0.87971,0.94098,0.68407,0.32108,0.38319,0.15672,0.002806,0.002806,0.002806
220,49134.5,0.67736,0.47635,0.20692,0.94515,0.87978,0.94081,0.68104,0.32545,0.38503,0.15761,0.002773,0.002773,0.002773
221,49323.3,0.59686,0.50724,0.20349,0.93406,0.87055,0.93242,0.65521,0.35277,0.39097,0.16158,0.00274,0.00274,0.00274
222,49521.3,0.44303,0.49256,0.16769,0.9394,0.87829,0.94093,0.67822,0.32928,0.38933,0.16042,0.002707,0.002707,0.002707
223,49716.5,0.46478,0.48169,0.16551,0.93645,0.87634,0.94285,0.68449,0.32356,0.38847,0.16053,0.002674,0.002674,0.002674
224,49896.9,0.58414,0.48696,0.20179,0.93484,0.88088,0.94173,0.68187,0.32457,0.38626,0.15886,0.002641,0.002641,0.002641
225,50074.7,0.51632,0.49363,0.18462,0.92654,0.876,0.93829,0.67323,0.33272,0.38814,0.15734,0.002608,0.002608,0.002608
226,50277.7,0.52944,0.48254,0.1782,0.92525,0.87472,0.93706,0.6778,0.32687,0.38996,0.15684,0.002575,0.002575,0.002575
227,50481,0.53787,0.49992,0.19097,0.93012,0.8742,0.93881,0.68691,0.32049,0.38885,0.1545,0.002542,0.002542,0.002542
228,50695.4,0.44834,0.47782,0.16306,0.94212,0.87298,0.93956,0.6879,0.31923,0.38376,0.15511,0.002509,0.002509,0.002509
229,50909.7,0.45132,0.4639,0.15899,0.93034,0.88038,0.94202,0.69114,0.31748,0.38371,0.15438,0.002476,0.002476,0.002476
230,51098.4,0.50766,0.47397,0.17149,0.93422,0.87872,0.94162,0.68896,0.32274,0.38073,0.15585,0.002443,0.002443,0.002443
231,51304.6,0.50785,0.48565,0.17953,0.92827,0.88469,0.94278,0.69051,0.31954,0.37671,0.15532,0.00241,0.00241,0.00241
232,51484,0.43108,0.46986,0.15951,0.92905,0.88359,0.94241,0.68979,0.31967,0.37989,0.15317,0.002377,0.002377,0.002377
233,51675.4,0.42078,0.46964,0.14951,0.93363,0.88419,0.94417,0.68903,0.31939,0.37915,0.15204,0.002344,0.002344,0.002344
234,51919.5,0.46242,0.47122,0.16512,0.93231,0.89218,0.94488,0.69029,0.3199,0.37555,0.15217,0.002311,0.002311,0.002311
235,52094.3,0.58685,0.48008,0.19062,0.92792,0.89989,0.94562,0.69531,0.3148,0.37631,0.15245,0.002278,0.002278,0.002278
236,52306.6,0.52018,0.47324,0.16599,0.92258,0.89887,0.94519,0.69587,0.31369,0.37556,0.15232,0.002245,0.002245,0.002245
237,52499.2,0.5751,0.47083,0.1787,0.92383,0.89882,0.94559,0.69387,0.3147,0.37721,0.15311,0.002212,0.002212,0.002212
238,52746.3,0.61763,0.47543,0.19112,0.91452,0.90705,0.94444,0.68945,0.32101,0.37905,0.15574,0.002179,0.002179,0.002179
239,52917.6,0.67457,0.49253,0.24003,0.91747,0.90562,0.9463,0.69041,0.3207,0.37814,0.15663,0.002146,0.002146,0.002146
240,53077.3,0.52617,0.49365,0.17755,0.92368,0.89674,0.9446,0.68819,0.31967,0.38024,0.1554,0.002113,0.002113,0.002113
241,53255.7,0.47348,0.46943,0.16371,0.9206,0.89366,0.94371,0.69019,0.31861,0.38194,0.15421,0.00208,0.00208,0.00208
242,53495,0.59877,0.47332,0.19131,0.93427,0.88211,0.94279,0.68397,0.32346,0.38235,0.15327,0.002047,0.002047,0.002047
243,53695.2,0.56967,0.48997,0.17856,0.93458,0.88648,0.94425,0.68825,0.31849,0.38357,0.15258,0.002014,0.002014,0.002014
244,53887.7,0.55201,0.47995,0.1791,0.92897,0.88898,0.94393,0.68524,0.32239,0.38131,0.15251,0.001981,0.001981,0.001981
245,54108.6,0.61612,0.47781,0.19568,0.92961,0.89155,0.94299,0.68333,0.32745,0.38106,0.15321,0.001948,0.001948,0.001948
246,54353.6,0.47391,0.47459,0.16524,0.92718,0.8909,0.94058,0.68177,0.32966,0.38159,0.15399,0.001915,0.001915,0.001915
247,54530.9,0.49698,0.47677,0.17524,0.92537,0.89655,0.9425,0.68425,0.32767,0.38168,0.15357,0.001882,0.001882,0.001882
248,54908.4,0.58758,0.48516,0.20066,0.92907,0.89593,0.94031,0.68112,0.33018,0.38029,0.15354,0.001849,0.001849,0.001849
249,55122,0.60862,0.47618,0.20031,0.92311,0.89572,0.93815,0.67721,0.33237,0.38064,0.15304,0.001816,0.001816,0.001816
250,55325.1,0.75602,0.48346,0.26676,0.91974,0.89127,0.93317,0.6654,0.34526,0.37941,0.15328,0.001783,0.001783,0.001783
251,55523.3,0.52343,0.47976,0.17275,0.92437,0.88821,0.9326,0.66829,0.3419,0.37925,0.15306,0.00175,0.00175,0.00175
252,55736.6,0.58152,0.48205,0.1888,0.92691,0.88772,0.93245,0.66597,0.34515,0.37657,0.15367,0.001717,0.001717,0.001717
253,55922.3,0.65068,0.49294,0.20406,0.91492,0.88107,0.92543,0.65343,0.3557,0.37586,0.15469,0.001684,0.001684,0.001684
254,56124.4,0.68541,0.47374,0.21063,0.92251,0.88649,0.92795,0.65882,0.34936,0.37659,0.15457,0.001651,0.001651,0.001651
255,56341,0.68646,0.47258,0.20701,0.92071,0.89043,0.9336,0.66674,0.34169,0.37838,0.15376,0.001618,0.001618,0.001618
256,56561.5,0.57212,0.46102,0.17089,0.92624,0.89234,0.93731,0.66937,0.33755,0.37906,0.15249,0.001585,0.001585,0.001585
257,56741.4,0.79485,0.4609,0.23995,0.92989,0.89179,0.93778,0.66715,0.33986,0.38048,0.15369,0.001552,0.001552,0.001552
258,57041.6,0.67086,0.46458,0.19978,0.92945,0.89098,0.93637,0.66352,0.34343,0.38114,0.15472,0.001519,0.001519,0.001519
259,57227.9,0.44673,0.46885,0.15432,0.9282,0.88694,0.93658,0.66345,0.3433,0.38128,0.15488,0.001486,0.001486,0.001486
260,57406.5,0.39163,0.4573,0.14514,0.9262,0.88811,0.93817,0.66165,0.34559,0.38133,0.15577,0.001453,0.001453,0.001453
261,57596.3,0.38848,0.44899,0.13908,0.92769,0.88628,0.93848,0.65919,0.34831,0.38265,0.15591,0.00142,0.00142,0.00142
262,57771.1,0.36965,0.44579,0.14209,0.92267,0.88486,0.93572,0.65751,0.34975,0.38254,0.15542,0.001387,0.001387,0.001387
263,57968.5,0.38562,0.44823,0.13958,0.92109,0.88958,0.93788,0.65591,0.3504,0.38383,0.15523,0.001354,0.001354,0.001354
264,58148.6,0.36842,0.44469,0.14217,0.93143,0.88574,0.9422,0.65759,0.35091,0.3815,0.15492,0.001321,0.001321,0.001321
265,58354.5,0.36892,0.44003,0.13703,0.92433,0.8957,0.94364,0.65983,0.34958,0.38081,0.15382,0.001288,0.001288,0.001288
266,58610.5,0.36494,0.43894,0.1358,0.92769,0.89106,0.94334,0.66141,0.34787,0.38128,0.15339,0.001255,0.001255,0.001255
267,58779,0.36485,0.44082,0.13816,0.93071,0.89608,0.9451,0.66397,0.34528,0.37871,0.15266,0.001222,0.001222,0.001222
268,59039.7,0.35684,0.43326,0.13754,0.93629,0.89222,0.94476,0.66772,0.34123,0.37891,0.1508,0.001189,0.001189,0.001189
269,59233.5,0.36735,0.43275,0.13679,0.9352,0.89246,0.94457,0.66985,0.33965,0.37761,0.15002,0.001156,0.001156,0.001156
270,59489.2,0.35988,0.43532,0.13624,0.93879,0.89538,0.94577,0.67318,0.33645,0.3766,0.14897,0.001123,0.001123,0.001123
271,59667.2,0.35959,0.43567,0.13702,0.94308,0.89323,0.94578,0.67568,0.33413,0.37687,0.14826,0.00109,0.00109,0.00109
272,59893.8,0.35265,0.43052,0.13299,0.94459,0.89286,0.9468,0.678,0.33106,0.37585,0.1473,0.001057,0.001057,0.001057
273,60121.7,0.35157,0.43247,0.13352,0.94533,0.89486,0.94851,0.68166,0.32796,0.37581,0.14571,0.001024,0.001024,0.001024
274,60304.2,0.35259,0.42791,0.13449,0.94437,0.89323,0.94828,0.6838,0.32654,0.37461,0.14549,0.000991,0.000991,0.000991
275,60485.5,0.35388,0.43223,0.13014,0.94491,0.8932,0.94804,0.68738,0.32404,0.37304,0.14504,0.000958,0.000958,0.000958
276,60693.1,0.35453,0.42421,0.12776,0.94304,0.89425,0.94843,0.68896,0.32164,0.372,0.14473,0.000925,0.000925,0.000925
277,60892.4,0.34846,0.42856,0.13146,0.94744,0.89421,0.94889,0.692,0.31918,0.37075,0.14515,0.000892,0.000892,0.000892
278,61099.8,0.34088,0.42132,0.12723,0.94698,0.89651,0.95016,0.69526,0.31711,0.37079,0.14494,0.000859,0.000859,0.000859
279,61314.8,0.35514,0.42763,0.13375,0.95075,0.89661,0.95172,0.69667,0.31505,0.36965,0.14413,0.000826,0.000826,0.000826
280,61532.4,0.35104,0.42265,0.12828,0.94838,0.8993,0.95087,0.69878,0.31243,0.36682,0.14334,0.000793,0.000793,0.000793
281,61746.4,0.33929,0.42043,0.12839,0.95196,0.89945,0.9517,0.70186,0.30965,0.36737,0.14225,0.00076,0.00076,0.00076
282,62005.6,0.33755,0.42401,0.12931,0.9514,0.90141,0.95301,0.70369,0.30669,0.36849,0.14055,0.000727,0.000727,0.000727
283,62211.2,0.34449,0.42139,0.1306,0.9467,0.90412,0.95305,0.70719,0.30468,0.36714,0.14026,0.000694,0.000694,0.000694
284,62419.6,0.34468,0.42576,0.12916,0.94498,0.90275,0.95291,0.70925,0.30289,0.36557,0.13978,0.000661,0.000661,0.000661
285,62611.2,0.33974,0.42261,0.12636,0.94974,0.90319,0.95425,0.71134,0.3009,0.36407,0.13926,0.000628,0.000628,0.000628
286,62820.6,0.33873,0.41718,0.12719,0.95062,0.90597,0.95539,0.71182,0.29895,0.36321,0.1385,0.000595,0.000595,0.000595
287,63018,0.33749,0.41994,0.12833,0.95081,0.90614,0.9558,0.7144,0.29723,0.36287,0.13816,0.000562,0.000562,0.000562
288,63243.6,0.33656,0.42056,0.12884,0.94754,0.9064,0.95595,0.71677,0.29542,0.36297,0.13772,0.000529,0.000529,0.000529
289,63448.4,0.33295,0.42568,0.12767,0.94836,0.90908,0.95584,0.71931,0.29352,0.36172,0.13811,0.000496,0.000496,0.000496
290,63666.4,0.33631,0.41243,0.12629,0.94764,0.90876,0.95574,0.72098,0.2918,0.36028,0.13708,0.000463,0.000463,0.000463
291,63904.7,0.29614,0.35806,0.10884,0.94415,0.91134,0.9559,0.72298,0.28963,0.3603,0.13641,0.00043,0.00043,0.00043
292,64091.5,0.28752,0.35556,0.10705,0.94853,0.90661,0.95577,0.72465,0.28825,0.36059,0.13567,0.000397,0.000397,0.000397
293,64278.8,0.28329,0.34999,0.1024,0.95346,0.90295,0.95594,0.72637,0.28703,0.35854,0.13556,0.000364,0.000364,0.000364
294,64467.9,0.28667,0.34939,0.10444,0.94847,0.90814,0.95605,0.72881,0.2851,0.35834,0.13509,0.000331,0.000331,0.000331
295,64670.9,0.27189,0.34694,0.09954,0.94681,0.9116,0.95715,0.73037,0.28354,0.35715,0.13454,0.000298,0.000298,0.000298
296,64908.6,0.28081,0.34569,0.10204,0.94891,0.91094,0.95734,0.73128,0.28194,0.35604,0.13407,0.000265,0.000265,0.000265
297,65106.8,0.27441,0.34197,0.0965,0.95032,0.90882,0.95758,0.7326,0.28043,0.35707,0.13349,0.000232,0.000232,0.000232
298,65280.4,0.27559,0.34157,0.0983,0.95209,0.9079,0.95738,0.73388,0.2793,0.35467,0.13306,0.000199,0.000199,0.000199
299,65460.2,0.27646,0.33976,0.09798,0.95177,0.90936,0.95735,0.73531,0.27727,0.35426,0.13235,0.000166,0.000166,0.000166
300,65621.2,0.27093,0.34253,0.09875,0.95042,0.91285,0.95858,0.73716,0.2764,0.35397,0.1322,0.000133,0.000133,0.000133
